id,dateCreated,dateUpdated,slug,uri,postDate,contentId,title,field_bookReviewAuthor,field_bookReviewBookSubtitle,field_bookReview
12879,3/9/21 13:40,3/9/21 13:41,ten-ps-in-a-pod,blog/2021/03/09/ten-ps-in-a-pod,3/9/21 13:41,11853,Ten P's in a Pod,Arnold Pent III,A Million-Mile Journal of the Arnold Pent Family,"<p>Over a decade ago, I travelled with my wife and kids to churches around the country for around 100,000 miles. So, it was somewhat interesting to read Arnold Pent's account of their travels. His writing style is matter-of-fact with quite a bit of dry humor thrown in. For me, the book was interesting for the first several chapters, and then after that, not so much. The context this family ministered in is worlds away from where we live today in America. Also, even during the time they did minister, they were so much different than most American families. I wonder if the people who would be most interested in this book are those who knew the family or who have never travelled like that before. </p>
<p>The standout benefit of the book is reading how well they knew the Bible. I think it would encourage most of us that there is more we can do in this way.</p>"
12743,3/6/21 18:31,3/6/21 18:32,north-or-be-eaten,blog/2021/03/06/north-or-be-eaten,3/6/21 18:31,11475,North! Or Be Eaten!,Andrew Peterson,The WingFeather Saga Book 2,"<p>One of the best book two's I've ever read in a series. Andrew Peterson outdid book one with this book. However, I do recognize that without book one, book two would be nothing. Peterson weaves the plot into your heart and soul in unexpected ways. It is complicated and spectacular. Almost unimaginable yet earthy at the same time. Full of hard decisions. There are dreadful surprises and delightful surprises. </p>
<p>What makes all this even better is that each evening I get to parcel out another chapter or two to my children. What a privilege to guide them through this world.</p>"
12703,3/5/21 1:17,3/5/21 1:18,a-new-testament-theology,blog/2021/03/04/a-new-testament-theology,3/5/21 1:17,11359,A New Testament Theology,Craig L Blomberg,null,"<p>This is my first in several different quick reads of New Testament Theologies. Blomberg's organizing principle of the New Testament is that of fulfillment. I'm not sure I'm totally in agreement with that, but it was an interesting study. That and I skimmed the book. So I can't give a nuanced opinion. I expect at sometime to go back and read it deeper in some portions. There were some portions in the first 200 pages where I felt that Blomberg gave too much attention to the views of critical scholars. On the whole, I appreciated how he handled things. It will be interesting what my thoughts are after I have read several others. </p>"
12516,3/2/21 2:27,3/2/21 2:28,cell-58,blog/2021/03/01/cell-58,3/2/21 2:27,10907,Cell 58,Dan Baumann,Imprisoned in Iran,"<p>Thankful for Dan Baumann's account of his time in prison in Iran. It helps bring into focus the Christian faith, as well as bring more detail to the reality of life in Iran. Understandably absent from this account is the complicated relationship the West has had with Iran. However, I think for those who would like to look into the history of it, it would explain some of the reasons why Iran has become what it has today. The west is not guiltless in this matter. </p>"
12463,2/28/21 4:50,2/28/21 4:51,elders-and-leaders,blog/2021/02/27/elders-and-leaders,2/28/21 4:50,10752,Elders and Leaders,Gene A. Getz,God's Plan for Leading the Church,"<p>This book was recommended to me by another ministry leader, and it was a joy to read. It takes a thorough, diagnostic approach to church leadership, looking for what it calls ""supracultural"" principles: truths that should be applied no matter the culture. Gene Getz works really hard to ""stick to the facts"" and stay close to the Scriptures, acknowledging when there is room for difference of form. </p>
<p>This is probably the best book I have read on the topic. The one weakness it has, if you can call it that, is that although it does talk about what small churches can do, the large majority of this book applies to ministries that are mid-sized ministries (150+ people) and larger. And, these days, the majority of churches are smaller than that. </p>
<p>I expect to go back to this book many times over the years.</p>"
12076,2/23/21 1:53,2/23/21 1:53,on-the-incarnation,blog/2021/02/22/on-the-incarnation,2/23/21 1:53,10189,On the Incarnation,Athanasius of Alexandria,null,"<p>An oldie but goodie with an introduction by C. S. Lewis. It is always interesting and helpful to read these old works during the time of the church fathers. It causes us to look at things afresh and through the eyes of men during a different time when the understanding of core doctrine was still somewhat in flux. This book is a great overview. I don't agree with every part, but it is still heart warming and spiritually grounding to read through. </p>"
12071,2/23/21 1:01,2/23/21 1:01,why-bother-with-church,blog/2021/02/22/why-bother-with-church,2/23/21 1:01,10178,Why bother with church?,Sam Allberry,And other questions about why you need it and why it needs you,"<p>I initially began to read this book, I didn't have the right expectations. I was thinking more along the lines of going deeper that what it was. And then, the obvious occurred to me: this is a little book designed for hitting the major points of what church is and how Christians should relate to it. When I look at it that way, it is an excellent little book. In fact, It is a great book to hand out to people at my church.</p>"
12004,2/22/21 18:48,2/22/21 20:31,the-mouse-and-his-child,blog/2021/02/22/the-mouse-and-his-child,2/22/21 20:31,10086,The Mouse and His Child,Russell Hoban,null,"<p>This is a different type of book than I normally read. It was recommended to me by a friend, and that was what caused me to pick it up. The elements of the story felt odd to me, but the storyline was compelling. Some would call it too dark for children to read (the seeming intended audience), but I'm not sure so I could say that myself definitively. </p>
<p>Hoban does include a strong dose of reality, and depending on the child's background this reality could really resonate with them. Perhaps that is what I found odd about the elements of the book. The elements were woven together in such a way that a child can appreciate them, yet there is much for an adult to appreciate in the book. Perhaps that is Hoban's genius here. There's something for all ages in a tasteful way. The reader of any age can appreciate the complexities of life and human nature, and how things can resolve, and then not resolve.<br /></p>
<p>I'm curious how this story will stick with me over time. </p>"
11413,2/10/21 1:55,2/10/21 2:02,the-rise-and-fall-of-ancient-egypt,blog/2021/02/09/the-rise-and-fall-of-ancient-egypt,2/10/21 2:00,9773,The Rise and Fall of Ancient Egypt,Toby Wilkinson,null,"<p>This is my first attempt at a history of Egypt. I listened to it, and I hope to read the hard copy in the next couple years. I don’t retain as much when I listen to a book. But, it is better than not getting to the book at all. </p>
<p>I like how Toby Wilkinson lays out the content. He has a good combination of detail and story telling. As I listened, I found myself wondering how we can know so much information on such an ancient civilization. I’ve studied how archaeological finds have actually enabled us to know all this, but it is still astounding how much we now know. I’m sure there must be some guesswork, but I’m not able to discern what is and what is not. </p>
<p>As is normal for me, my most interesting part of histories is when countries interact with each other. This book is rich with these interactions - especially as it moves into the first millennium. Some of these include Libya, Israel, Assyria, Greece, etc. </p>
<p>Looking forward to more studies here. </p>"
11393,2/9/21 1:51,2/9/21 1:54,knowing-the-times,blog/2021/02/08/knowing-the-times,2/9/21 1:52,9739,Knowing the Times,Martyn LLoyd-Jones,Addresses Delivered on Various Occasions 1942-1977,"<p>This book has sat on my shelf for a few years, and I have been looking forward to it. As I made my way through it, I was disappointed (in comparison to my anticipation of it). I ended up skimming through it without much reason to slow down and dive into the meat of the chapters. </p>
<p>Martyn Lloyd-Jones (MLJ) is an excellent expositor of the Scriptures, and I think that is where he shines best. The contents of this book is a collection of sermons, speeches, and radio addresses over a period of time. During the time they were originally given, people would have likely been very pleased because of his reputation and timely words. The core principles are good, but much of the other content (i.e. current situation, outlook in the world, manner of speaking, illustrations) are out of date. And, it is less compelling to read a compilation of of someone's speaking than a book specifically prepared for the subject of its title.</p>"
11181,2/8/21 16:43,2/8/21 16:58,in-an-unspoken-voice,blog/2021/02/08/in-an-unspoken-voice,2/8/21 16:58,9717,In an Unspoken Voice,Peter A. Levine,How the Body Releases Trauma and Restores Goodness,"<p>Peter Levine's premise of dealing with trauma in your body will surely be a game changer for those dealing with trauma hitherto unfamiliar with it. I liked his blend of illustration and data, and he has a great section of footnotes. Levine is much more opinionated on origins and spirituality than what I see as normal for books of this type; however, I see the value of his reasons. His message of paying attention to the way animals respond like what humans respond is essential - even if you don't agree with his view on origins and spirituality.</p>"
11176,2/6/21 20:29,2/6/21 20:50,a-second-look-at-the-second-coming,blog/2021/02/06/a-second-look-at-the-second-coming,2/6/21 20:47,9706,A Second Look at the Second Coming,T. L. Frazier,Sorting Through the Speculations,"<p>T. L. Frazier explains his view of the Second Coming from his view in the Orthodox Church. In addition, he aggressively confronts his representation of dispensational theology. If Frazier had just stuck to articulating his position, I would have rated this book a 4 out 5 stars. However, his aggressive criticism of his caricature of dispensationalism really diminishes the quality of his presentation. </p>
<p>If you already share his view of eschatology or if you already on your way out of the dispensational way of thinking, then you will love this book. And, it is always good, no matter what your position, to read someone who thinks differently than you. That is not my concern with Frazier here. </p>
<p>There is an enormous amount material and nuance in the field of eschatology. Because I am fairly familiar with the dispensational view, as I read Frazier's representation of it, he seems highly selective and sometimes inaccurate. However, where he seems inaccurate to me, it is likely that he has chosen some part of dispensationalism that has held the view he is targeting at some time. There are plenty of things to target in it, and there has been no shortage of kooks who hold its positions. Frazier gets into trouble when he tries to represent all of dispensationalism, his entire view, and then make application as if dispensationalism is dangerous - all in a fairly short book. </p>
<p>That said, there are many things I enjoyed about this book. There were several sources that I was not familiar with that I hope to be so in the future. I also like reading someone who thinks very differently about things than I do. And finally, I appreciate how Frazier challenges the modern evangelical view of modern Israel. There are some things to think about there.</p>"
11174,2/6/21 15:48,2/6/21 15:48,on-being-a-servant-of-god,blog/2021/02/06/on-being-a-servant-of-god,2/6/21 15:48,9704,On Being A Servant of God,Warren W. Wiersbe,null,"<p>I felt like I was getting to talk to a grandpa in the pastoral ministry as I read this. As a person that is much younger than a grandpa reading this, I characteristically felt somewhat of a generation gap here and there. However, the warm practical tone throughout the book won the day. </p>"
11157,2/5/21 1:05,2/5/21 1:05,paul-the-missionary,blog/2021/02/04/paul-the-missionary,2/5/21 1:05,9689,Paul the Missionary,Eckhard J. Schnabel,"Realities, Strategies and Methods","<p>Eckhard Schnabel's greatest strength in this book is that it is comprehensive; however, it is also very wordy and sometimes repetitive. As I skimmed through it, it felt very elementary, and I don't felt like I learned much. Perhaps it would shine in an entry level undergrad glass. Schnabel does include plenty of sources for further reading. </p>"
11154,2/5/21 0:57,2/14/21 18:56,on-the-edge-of-the-dark-sea-of-darkness,blog/2021/02/04/on-the-edge-of-the-dark-sea-of-darkness,2/5/21 0:57,9684,On the Edge of the Dark Sea of Darkness,Andrew Peterson,(The Wingfeather Saga #1),"<p>The Brief Introduction, the Slightly Less Brief Introduction, and the Very Brief Introduction are delightful to read. They are full of witty names and places that kept us all laughing. The only letdown of the book was when we moved onto chapter one and these funny, witty names seemed to become normal. The book is somewhat slow moving at first, but as you get into the story, it makes up for lost time. </p>
<p>I'm reading this to my kids, and I'm not done yet. But it was interesting enough that I had to read ahead and finish it. That's a good sign! Looking forward to the next book in the series. </p>"
10695,1/28/21 1:30,1/28/21 1:34,trauma-sensitive-theology,blog/2021/01/27/trauma-sensitive-theology,1/28/21 1:30,9511,Trauma-Sensitive Theology,Jennifer M. Baldwin,Thinking Theologically in the Era of Trauma,"<p>I saw this title on Goodreads, and I was immediately interested. I quickly ordered the book, and started it within the same day it came in the mail. The need for good books handling trauma and Christian theology is great. So, it was all the more disappointing that this book did not do a good job. </p>
<p>Jennifer Baldwin gives a decent overview of the components of trauma, but her writing style was the least accessible I have read on the topic. It seemed unnecessarily complicated. She also does an inadequate job handling classic Christian theology. To do this properly is a big job for a short book. However, the premise of the book claims to do so. The bigger problem was that she misrepresents classic Christian theology in several ways. This is a shame because it will cause her good points about the weaknesses the churches and church leaders to likely to be lost on a group that really needs to hear it. </p>
<p>I did find several points of value throughout the book, but its weaknesses significantly outweigh its strengths. I’m still glad I read it, and I will still use it for some reference in the future. </p>"
10646,1/27/21 0:40,1/27/21 0:40,christian-worldview,blog/2021/01/26/christian-worldview,1/27/21 0:40,9467,Christian Worldview,Herman Bavinck,null,"<p>I settled for a quick overview of this book. Herman Bavinck takes a deep dive into other philosophies prevalent in his day (100 years ago) and then articulates a Christian Worldview in response. It is deeply fascinating, but I chose to skim the book because I need to do much more reading of the other philosophies before I am ready to fully digest this book. </p>"
10550,1/21/21 13:50,1/21/21 13:52,math-without-numbers,blog/2021/01/21/math-without-numbers,1/21/21 13:50,9393,Math Without Numbers,Milo Beckman,null,"<p>Not that I have tried that hard, but when I got this book, I finally was able to enjoy some of the theory of math without the distraction of the process. Milo Beckman brings a fun personality to a serious subject, and he offers basic explanations to complex concepts. This achievement shows his brilliance. These mathematical theory building blocks will stick with me for years to come. I have to say though, as I got toward the middle-to-end of the book, I got pretty bored.</p>"
10546,1/21/21 1:31,1/21/21 1:32,how-ike-led,blog/2021/01/20/how-ike-led,1/21/21 1:31,9385,How Ike Led,Susan Eisenhower,The Principles Behind Eisenhower's Biggest Decisions,"<p>Susan Eisenhower had a tough task writing this book, and she handled it well. She acknowledges in the intro that this is not an actual biography of her grandfather. I struggled with her selection of content because I wanted more of the dimension and feeling of a traditional bio. However, I acknowledge that would have ruined her focus of the book. As I finished the book, I had come to respect and appreciate why she selected the things she did. Susan does acknowledge President Eisenhower's critics along the way, although I found myself wanting to know more of where they were coming from. The principles of Ike's leadership that Susan exposes truly are timely as we face the mess the U.S. is in today. I think I will need to read this book again after I have read a lot more of the history surrounding Eisenhower's public life. </p>"
10430,1/18/21 0:28,1/18/21 0:30,the-21-toughest-questions-your-kids-will-ask-about-christianity,blog/2021/01/17/the-21-toughest-questions-your-kids-will-ask-about-christianity,1/18/21 0:28,9277,The 21 Toughest Questions Your Kids Will Ask about Christianity,Alex McFarland,null,"<p>I didn't read this book the way I was supposed to. It is meant for the parent to read beforehand as a prep tool for conversations with their kids. I read it out loud to my kids, but I skipped portions of it. It was a great way to start conversations with the kids, and it was fun to hear them chime in. </p>
<p>I was curious how Alex McFarland would handle things. I have a well-studied opinion on how to handle the topics that McFarland covers, and each time, I was pleased with his approach. I don't recall having any major concerns, and hardly any minor ones (maybe none). </p>"
10074,1/5/21 2:03,1/5/21 2:04,missionary-methods,blog/2021/01/04/missionary-methods,1/5/21 2:04,9023,Missionary Methods,Rolland Allen,St. Paul's or Ours?,"<p>Rolland Allen specializes in this book with breaking down Paul's ministry into nuclear elements and then drawing conclusions upon these elements. It is a rather short book, and it felt like he could have elaborated more; however, what he did cover was done in a satisfactory way. This is an older book, and the type isn't as easy to read as books publish more recently. There is a Scripture index in the back, but there is not a formal list of endnotes or bibliography. </p>"
9633,12/26/20 19:06,12/26/20 20:04,try-softer,blog/2020/12/26/try-softer,12/26/20 19:03,8505,Try Softer,Aundi Kolber,"A Fresh Approach to Move Us out of Anxiety, Stress, and Survival Mode--and into a Life of Connection and Joy","<p>This may be my favorite book on trauma-informed counseling so far. However, the reason that it can be rests upon the extensive reading that I have already done. Aundi Kolber gives a multi-disciplinary, broad overview description of the trauma people experience from their family of origin with a systemized approach within the multi-disciplinary, broad overview on how to handle this. I wonder if this great strength could also be a weakness for some. Aundi covers so many helpful concepts that unless a person is already prepared to study this a lot, they may not be prepared to absorb it. This also means that she is not able to dig down as deep on many of the concepts, and some people will not be able to dig deeper. These are just potential weaknesses though. </p>
<p>One of the most helpful concepts Aundi gave me was that of ""white-knuckling."" I already understood the underlying concept, but the visual-practical way the phrase ""white-knuckling"" communicates really hit home for me. That, in tandem with Kolber's main premise of ""try softer,"" made the book unusually powerful for me. </p>
<p>In general, I consider this to be an excellent entry point for Christians wanting to know more about trauma-informed therapy/counseling. I encourage folks to read this book, and then to dig deeper into the footnotes. They give tons of references to some of the most recent work on dealing with trauma.</p>"
9511,12/21/20 14:19,12/21/20 14:19,oswald-chambers,blog/2020/12/21/oswald-chambers,12/21/20 14:14,8356,Oswald Chambers,David L. Lambert,The Man and the Message Behind My Utmost for His Highest,"<p>It was nice to get some more information on Oswald Chambers. I really only knew about him through his popular devotional book. I know this book series, ""Men of Faith,"" put out by Bethany House is supposed to produce short portraits of people, and I am okay with that. However, David Lambert filled this short book with long quotes. It seemed to me that he should have done more work formulating his own words about Oswald Chambers.</p>"
9376,12/20/20 16:27,12/20/20 16:30,diagrammatical-analysis,blog/2020/12/20/diagrammatical-analysis,12/20/20 16:20,8314,Diagrammatical Analysis,Lee L. Kantenwein,null,"<p>Analytical (as the title says), and well put together. It is also nice to have both Greek and Hebrew examples. One of my Greek professors from college and seminary, Randy Leedy - <a href=""https://www.ntgreekguy.com"" target=""_blank"" rel=""noreferrer noopener"">https://www.ntgreekguy.com</a>, has a more extensive Greek diagrams available on his website. Although he doesn't have a print publisher for his, he does have a digital one - <a href=""https://www.logos.com/search?query=randy%20leedy&amp;sortBy=Relevance&amp;limit=30&amp;page=1&amp;ownership=all&amp;geographicAvailability=availableToMe"" target=""_blank"" rel=""noreferrer noopener"">Logos</a>. I anticipate I will go back to Kantenwein's book many times over the years as a reference work of how Greek Grammar and sentence structure is broken down into its parts.</p>"
9370,12/20/20 15:33,12/20/20 15:36,breath,blog/2020/12/20/breath,12/20/20 15:19,8300,Breath,James Nestor,The New Science of a Lost Art,"<p>Provides what was to me a totally unique topic matter - the effect of proper breathing upon our physical and spiritual wellbeing. James Nestor's style is heavily narrative, and I did not prefer it. I had to sift through dozens of stories to get his premise. I know that this style is probably what makes his book accessible to a much wider audience. </p>
<p>After reading Nestor's book, you won't think about breathing the same way again. And, as with any radical premise (in contrast to popular culture), those who are looking for some new thing will be captivated by this book. This is not to say that there isn't substance and research involved - there is plenty of that. It just feels like an oversell with a small disclaimer at the end of the book. </p>
<p>I'm not actually that negative on the book as a whole. The positive aspect of this book is to those who are willing to carefully examine his premise and look at his sources. For some of these folks, this could be life-changing. Since I am new to the topic, I'm hesitant. Yet, I know Nestor's premise will affect my thinking (and breathing) for years to come.</p>"
9343,12/17/20 23:22,12/17/20 23:24,dirt-to-soil,blog/2020/12/17/dirt-to-soil,12/17/20 23:18,8274,Dirt to Soil,Gabe Brown,One Family's Journey Into Regenerative Agriculture,"<p>This was recommended to me by a friend - a friend who is an engineer and not a farmer. It is a fascinating read. I especially liked the first one-hundred pages. After that, it seemed somewhat repetitive. I suspect that if I were actually working on a Farm that I would have read the whole thing carefully. Gabe Brown also seems to have earned some bragging rights which he lets fly in the book. I don't know the difference on what is fluff and what is a good core foundational principle. The value of the book for me was some new considerations concerning how to regenerate soil. </p>"
9229,12/17/20 3:05,12/17/20 3:08,complex-ptsd,blog/2020/12/16/complex-ptsd,12/17/20 2:57,8188,Complex PTSD,Pete Walker,From Surviving to Thriving,"<p>This is a hard book to read, and it is a hard book to review. It is also a hard book to recommend; however it is an excellent book. The first word of the title captures it - complex. This is an absolutely necessary book to study through, but some people may not be ready for it yet. Human brokenness is complicated. Pete Walker does a good job helping adults who have gone through difficult family of origin experiences process through a path to thriving. Walker is clear that his book was 30 years in the making, and he offers strategies for people on all points of their journey of healing. </p>
<p>Pete is necessarily repetitive in this book, and I held on longer than I normally would with slowly processing his repetitions. However, because of where I am at in my journey of healing and processing things, I eventually reverted to skimming towards the end of the book. Some people will need to read the whole book slowly, and then pick it up and read it slowly again. I anticipate I will be picking up the book several more times to review its contents. Just because it is repetative does not mean that there are not new, rich concepts from beginning to end. It is a full-featured, mature approach to CPTSD. In fact, to borrow from Pete, his approach is good enough. <br /></p>"
9216,12/15/20 16:55,12/15/20 16:58,the-last-man-who-knew-everything,blog/2020/12/15/the-last-man-who-knew-everything,12/15/20 16:49,8171,The Last Man Who Knew Everything,Andrew Robinson,"Thomas Young, the Anonymous Polymath Who Proved Newton Wrong, Explained How We See, Cured the Sick, and Deciphered the Rosetta Stone, Among Other Feats of Genius","<p>As I was reading this book, my reaction to it was mixed. I think Andrew Robinson did a good job in the introduction explaining why writing a biography of Thomas Young was so difficult. And so, I think that needs to be factored into understanding my responses as I read the book. However, to some degree I wonder if Robinson's reasoning was more of an excuse than a substantive reason. I can't say for sure because this is the only book I have read on Thomas Young. What is clear to me is that this book is not the same caliber of biographical work that I am used to. <br /></p>
<p> As far as biographies go, this is a shorter one. So much about Thomas Young was left unsaid. What increases this mystery is the disproportionate amount of contributions across many different fields of study in which Thomas Young made critical contributions to. On the negative side of my mixed reactions is the fact that there is a lot of focus on the details about contributions that Thomas Young made. I was less interested in these details and more interested in the fabric of who Thomas Young was. My theory is that Robinson, because he could not give the details of who Young was, he filled in more details about what he contributed. What I did find interesting was the significant amount of controversy and conflict that Young was constantly involved in, and Robinson does a good job looking at the details of those.</p>"
9149,12/8/20 1:32,12/8/20 1:32,irresistible,blog/2020/12/07/irresistible,12/8/20 1:20,8092,Irresistible,Adam Alter,The Rise of Addictive Technology and the Business of Keeping Us Hooked,"<p>Everybody at least needs to think through this; however, the book feels a little sensationalistic. Also, it has way too many stories for my liking, but I grant that some will love it for that reason. Adam Alter ends the book with some helpful suggestions for folks to handle their compulsive behavior with technology. While you may not feel like this directly applies to you, you very likely know somebody who it would apply to. Some people don't event realize what has happened to them, and perhaps, this book will wake them up. I do wonder if Adam Alter tacitly downplays the challenges of previous generations as he deals with the challenges of this generation. </p>"
9131,12/3/20 1:26,12/3/20 1:27,the-bible-in-its-world,blog/2020/12/02/the-bible-in-its-world,12/3/20 1:16,8042,The Bible in Its World,K. A. Kitchen,The Bible & Archaeology Today,"<p>So far, this is one of my favorites on biblical archaeology. It ranks up there with James B. Pritchard's <a href=""{entry:9096@1:url}"">Archaeology And The Old Testament</a>. Kitchen is more thorough and goes deeper than Pritchard, and so each has charm in its own right. Kitchen gives me more in depth insights into some of the struggles of Archaeologists to agree on their findings along with a little more guidance on how to sort this out. He also gives more in depth information on the various archaeological finds. He is better sourced than Pritchard, but Prichard is a little more fun to read.</p>"
9128,12/3/20 1:13,12/3/20 1:13,archaeology-and-the-old-testament,blog/2020/12/02/archaeology-and-the-old-testament,12/3/20 1:09,8037,Archaeology and the Old Testament,Alfred J. Hoerth,null,"<p>Hoerth steps you through an historical account of the Old Testament providing helpful archaeological insights along the way. He also provides insights and cautions with how to interpret archaeological findings. I was slightly disappointed with this because it seems like much more history than archaeology. There is plenty of focus archaeology, I just expected a higher density of it. </p>"
9125,12/3/20 1:05,12/3/20 1:06,on-spice,blog/2020/12/02/on-spice,12/3/20 0:55,8032,On Spice,Caitlin PenzeyMoog,"Advice, Wisdom, and History with a Grain of Saltiness","<p>My sister recommended this book to me, and it seamed every chapter contained new charms sprinkled throughout. One of my curiosities is how much Caitlin PenzeyMoog had to research and how much she already knew about this topic. Clearly she has a deep reservoir from her family history; however, there is a surprising amount of historical depth in this book. Who knew that spices were so historical? Caitlin apparently does. Spices are a part of the rich and the poor. The ancients and the moderns. The evil and the good. And thus, with seemingly every deliciously captivating story, spices are somewhere within. Occasionally there is a shocking erotic element to spices, and PenzeyMoog also brings out many biblical references as well. Wanna spice up your life? Take a pinch or two of this book!</p>"
9100,11/29/20 19:19,11/29/20 19:20,the-ancient-near-east,blog/2020/11/29/the-ancient-near-east,11/29/20 19:14,7997,The Ancient Near East,James B. Pritchard,An Anthology of Texts & Pictures,"<p>I recently read Prichard's <a href=""{entry:9096@1:url}"">Archaeology And The Old Testament</a>, and I enjoyed that much better. There is nothing wrong with this book. It deserves all five starts I gave it. It just isn't as fun of a read. It is more of a textbook or reference book than one you would sit down and read. I did an overview read of the book in a little over an hour, and I look forward to taking advantage of it for reference in the future. </p>"
9096,11/29/20 3:16,11/29/20 3:19,archaeology-and-the-old-testament,blog/2020/11/28/archaeology-and-the-old-testament,11/29/20 3:08,7989,Archaeology And The Old Testament,James B. Pritchard,null,"<p>I suppose most people would be surprised when I say that I found this book riveting. But, alas, I did! I blew threw it in a matter of a few hours. It is succinct and yet descriptive - relevant and distant. It is not comprehensive though. That, I suppose, contributes to its charm. Pritchard organizes some of the major finds in the last 200 years under major headings, and he introduces you to the big names. It is easy to gain a good grid with which to dig deeper with other works. In other words, this is a a good entry point into archaeological studies. Something else that makes this book interesting is that it was written in 1958. I enjoy reading older books and their corollary views of the the world in which they were written. </p>"
8468,11/26/20 16:23,11/26/20 16:23,serious-cryptography,blog/2020/11/26/serious-cryptography,11/26/20 16:18,7884,Serious Cryptography,Jean-Philippe Aumasson,A Practical Introduction to Modern Encryption,"<p>I have been unusually busy the last few months which means that I have not gotten my normal reading done, and that also means my reading of this book was very fractured. I ended up settling for more of an overview read. As the subtitle of the book reads, this is a practical book. It is heavy on the mechanics of Cryptography. I look at this as more of a reference book that I will go to when ever I have a question in the future. Although it is practical, it is written accessibly for must dedicated, interested readers.</p>"
7680,10/30/20 18:38,10/30/20 19:24,the-origin-of-species,blog/2020/10/30/the-origin-of-species,10/30/20 18:35,6733,The Origin of Species,Charles Darwin,null,"<h5>The Ray Comfort Edition</h5>
<p>The edition of this book that I started reading from is the one with the ""Special Introduction by Ray Comfort."" I picked it up for a few cents from a sale from our local library. My first comments are relevant to this specific edition. </p>
<p>I was bothered by how this edition was presented. I picked it up, expecting to get the Origin of Species, which I did get - sort of. The first 53 pages are the ""special introduction"" by Ray Comfort and the views expressed there, I would largely agree with. The reason I picked up the book was to read what I wasn't directly familiar with - Darwin's <em>Origin of Species</em> itself. </p>
<p>This is where I am disappointed with this edition. Ray Comfort's ""special introduction"" is at normal type size, but Darwin's <em>Origin of Species</em>"" text is in a much smaller font size, and not easy to read. It feels like a bait and switch and a misrepresentation. It seems that it will make people mad instead of cause them to think.<br /></p>
<h5>Studying the Original Sources</h5>
<p>I am working towards actually reading classic books, like Darwin's, that I know I disagree with. I came to realize that I, along with most of us, can be intellectually anemic with how we interact with concepts. A couple years ago I was interacting on social media with a group of my peers concerning Darwin and evolution. One of them had posted some strong statements about Darwin and his views, and he was being challenged by some on a couple of his points while the rest were cheering him on. I began to wonder if he had actually read Darwin directly, or if he had read other people about Darwin. So, I private messaged him and asked him about it. </p>
<p>He never responded to me. </p>
<p>I got the silent treatment about something that is very important - reading the original sources.</p>
<p>Most if not all of us tend towards writing to our crowd who will cheer us on. And, it is nice to get the cheers and affirmations. I want to go a little deeper than that though. I'm not trying to claim a high ground here for the sake of praise. I want to do look at the sources themselves for true intellectual honesty. I want my faith paired up with intellectual honesty about what I speak for and against. </p>
<h5>On The Origin of Species Itself</h5>
<p>I consider the book itself, from where I sit in my historical context, highly anti-climactical. So much has been published on top of Darwin that the book itself is underwhelming. That, and it is also very long winded. Darwin, slowly and meticulously, presents his theory, plodding through dozens of species and sharing his observations while connecting them to his theory. The large majority of the book is on his observations, and his theory is gently woven throughout them. He does make his case, but it is easy to miss it if you are not interested in all of his observations. It would be easy for anybody to lift case-making statements out of their context and make them say more or less that what Darwin likely intended. </p>"
7670,10/28/20 23:27,12/17/20 21:57,embers-end,blog/2020/10/28/embers-end,10/28/20 23:21,6722,Ember's End,S.D. Smith,(The Green Ember #4),"<p>This was the final book in the Green Ember series. I am sad to say goodbye, and I look forward to re-reading it in the future. I have been reading it out loud to my children, and I have also enjoyed their reactions. I have read a few other books to them since I read to them the Chronicles of Narnia, and they have not enjoyed the in-between books as much. This series got some of the same reactions the Chronicles of Narnia got.</p><p>I don't want to include any spoilers. I will just say that the correlations to the Christian life are strong. The highs, the lows, the scars, and the unexpected. I recommend this to readers of all ages. It's just that good.</p>"
7665,10/28/20 23:06,10/28/20 23:17,martin-luther,blog/2020/10/28/martin-luther,10/28/20 23:05,6711,Martin Luther,Eric Metaxas,The Man Who Rediscovered God and Changed the World,"<p>I finished this a couple weeks ago, and so I may be a little rusty. I loved getting a detailed overview of Martin Luther. And, I consider the wittiness of Eric Metaxas to match that of Luther. Either that, or Metaxas picked up more on Luther's because of his own personality. I cannot tell which. </p>
<p>I was somewhat surprised at the nature and extent of controversy that surrounded Luther even among those who were not in the Catholic Church. However, I am starting to become less surprised as I am exposed to more and more christian historical figures. Their experience, like ours, was difficult and filled with complicated ministry relationships. Another example from a recent book I read was the experience of Jonathan Edwards. </p>
<p>Although I thoroughly enjoyed the book, I am only giving it a three out of five stars. I am not convinced that Metaxas was careful with how he represented the Roman Catholic Church. Although I would readily agree with his conclusions and representations based on my views, from a more objective perspective, they do not seem to be as carefully presented as some other historians I have read. I mean no disrespect to Eric Metaxas. He is profoundly gifted, and I respect him.</p>"
7457,10/8/20 0:39,11/2/20 19:11,the-world-and-the-word,blog/2020/10/07/the-world-and-the-word,10/8/20 0:36,6502,The World and the Word,Eugene H. Merrill,An Introduction to the Old Testament,"<p>This is being used for a Seminary class I am getting ready to take. This was my first, quick read through in preparation for the class. I will read it more in depth here in a few weeks. It has extensive footnotes, and it seems very thorough. More later on my second read through. </p>"
